Rank,Player,team,age
100,"Hield, Buddy",IND,28
101,"Nurkic, Jusuf",POR,27
102,"Washington, PJ",CHA,23
103,"Okeke, Chuma",ORL,23
104,"Beverley, Patrick",MIN,33
105,"Wagner, Franz",ORL,20
Rank,Player,team,age
106,"Johnson, Keldon",SAS,22
107,"Barnes, Harrison",SAC,29
108,"Barton, Will",DEN,30
109,"Vanderbilt, Jarred",MIN,22
110,"Melton, De'Anthony",MEM,23
111,"Anthony, Carmelo",LAL,37
112,"Caldwell-Pope, Kentavious",WAS,28
113,"Rubio, Ricky",CLE,31
114,"Lopez, Brook",MIL,33
115,"Porter Jr, Otto",GSW,28
116,"Batum, Nicolas",LAC,33
117,"Burks, Alec",NYK,30
118,"Caruso, Alex",CHI,27
119,"Walton Jr., Derrick",DET,32
120,"Morris, Monte",DEN,26
Rank,Player,team,age
121,"Brooks, Dillon",MEM,25
122,"Wiggins, Andrew",GSW,26
123,"Aldridge, LaMarcus",BKN,36
124,"Love, Kevin",CLE,33
125,"Monk, Malik",LAL,23
126,"Brown, Bruce",BKN,25
127,"Randle, Julius",NYK,27
128,"Dort, Luguentz",OKC,22
129,"ONeale, Royce",UTA,28
130,"Connaughton, Pat",MIL,28
131,"Simons, Anfernee",POR,22
132,"Doumbouya, Sekou",LAL,21
133,"Clarke, Brandon",MEM,25
134,"Okongwu, Onyeka",ATL,21
135,"Rose, Derrick",NYK,33
Rank,Player,team,age
136,"Gafford, Daniel",WAS,23
137,"Zubac, Ivica",LAC,24
138,"Holmes, Richaun",SAC,28
139,"Anthony, Cole",ORL,21
140,"Gordon, Aaron",DEN,26
141,"Bogdanovic, Bojan",UTA,32
142,"Oubre, Kelly",CHA,26
143,"McConnell, TJ",IND,29
144,"Oliver, Cameron",ATL,25
145,"Allen, Grayson",MIL,26
146,"Hartenstein, Isaiah",LAC,23
147,"Kennard, Luke",LAC,25
148,"Huerter, Kevin",ATL,23
149,"Morris, Marcus",LAC,32
150,"Dunn, Kris",POR,27
Rank,Player,team,age
151,"Noel, Nerlens",NYK,27
152,"Fournier, Evan",NYK,29
153,"Martin, Cody",CHA,26
154,"LeVert, Caris",CLE,27
155,"Green, Javonte",CHI,28
156,"Boucher, Chris",TOR,28
157,"Drummond, Andre",BKN,28
158,"Clarkson, Jordan",UTA,29
159,"Payton II, Gary",GSW,29
160,"Giddey, Josh",OKC,19
161,"Whiteside, Hassan",UTA,32
162,"Harrell, Montrezl",CHA,27
163,"Richardson, Josh",SAS,28
164,"Gallinari, Danilo",ATL,33
165,"Bazley, Darius",OKC,21
Rank,Player,team,age
166,"Tate, Jae'sean",HOU,26
167,"Martin, Caleb",MIA,26
168,"Wilson, D.J.",TOR,25
169,"Hardaway Jr, Tim",DAL,29
170,"Dinwiddie, Spencer",DAL,28
171,"Little, Nassir",POR,21
172,"Porter, Kevin",HOU,21
173,"Stewart, Isaiah",DET,20
174,"Harris, Joe",BKN,30
175,"Roby, Isaiah",OKC,23
176,"Anderson, Kyle",MEM,28
177,"Graham, Devonte'",NOR,26
178,"Mann, Terance",LAC,25
179,"Duarte, Chris",IND,24
180,"Adams, Steven",MEM,28
Rank,Player,team,age
181,"McDaniels, Jaden",MIN,21
182,"Harris, Gary",ORL,27
183,"Mathews, Garrison",HOU,25
184,"Metu, Chimezie",SAC,24
185,"Nance, Larry",NOR,29
186,"Jones, Tyus",MEM,25
187,"Jackson, Reggie",LAC,31
188,"White, Coby",CHI,21
189,"Kleber, Maxi",DAL,29
190,"Tucker, PJ",MIA,36
191,"Williams, Grant",BOS,23
192,"Claxton, Nicolas",BKN,22
193,"Walker, Kemba",NYK,31
194,"Schroder, Dennis",HOU,28
195,"Green, Jalen",HOU,19
Rank,Player,team,age
196,"Holiday, Justin",SAC,32
197,"Cannady, Devin",ORL,25
198,"Beasley, Malik",MIN,25
199,"Hayes, Jaxson",NOR,21
200,"Harper, Jared",NOR,24
201,"Mills, Patrick",BKN,33
202,"Fultz, Markelle",ORL,23
203,"Quickley, Immanuel",NYK,22
204,"Robinson, Duncan",MIA,27
205,"Wright, Delon",ATL,29
206,"Bledsoe, Eric",LAC,32
207,"DiVincenzo, Donte",SAC,24
208,"McGee, JaVale",PHO,33
209,"Key, Braxton",DET,24
210,"Powell, Dwight",DAL,30
Rank,Player,team,age
211,"Avdija, Deni",WAS,20
212,"Waters, Lindy",OKC,24
213,"Strus, Max",MIA,25
214,"Jackson, Isaiah",IND,19
215,"Olynyk, Kelly",DET,30
216,"Diallo, Hamidou",DET,23
217,"Smith, Jalen",IND,21
218,"Davis, Terence",SAC,24
219,"Muscala, Mike",OKC,30
220,"Green, Danny",PHI,34
221,"Dosunmu, Ayo",CHI,21
222,"Hayes, Killian",DET,20
223,"Horton-Tucker, Talen",LAL,21
224,"Taylor, Terry",IND,22
225,"Looney, Kevon",GSW,25
Rank,Player,team,age
226,"Reddish, Cam",NYK,22
227,"Collins, Zach",SAS,24
228,"Hyland, Bones",DEN,21
229,"Westbrook, Russell",LAL,33
230,"Payne, Cameron",PHO,27
231,"Coffey, Amir",LAC,24
232,"Iguodala, Andre",GSW,37
233,"Bullock, Reggie",DAL,30
234,"Sengun, Alperen",HOU,19
235,"Gordon, Eric",HOU,33
236,"Jones, Damian",SAC,26
237,"Joseph, Cory",DET,30
238,"Reid, Naz",MIN,22
239,"Okoro, Isaac",CLE,20
240,"Bagley, Marvin",DET,22
Rank,Player,team,age
241,"Oladipo, Victor",MIA,29
242,"Perry, Reggie",POR,21
243,"Vincent, Gabe",MIA,25
244,"Hunter, De'Andre",ATL,24
245,"Lyles, Trey",SAC,26
246,"Hachimura, Rui",WAS,23
247,"Livers, Isaiah",DET,23
248,"Alvarado, Jose",NOR,23
249,"Hernangomez, Guillermo",NOR,27
250,"Bryant, Thomas",WAS,24
251,"Green, Jeff",DEN,35
252,"Williams, Patrick",CHI,20
253,"Eubanks, Drew",POR,24
254,"Niang, Georges",PHI,28
255,"Robinson-Earl, Jeremiah",OKC,21
Rank,Player,team,age
256,"Watford, Trendon",POR,21
257,"Walker, Lonnie",SAS,23
258,"Johnson, Stanley",LAL,25
259,"Green, JaMychal",DEN,31
260,"Theis, Daniel",BOS,29
261,"Cousins, DeMarcus",DEN,31
262,"Sarr, Olivier",OKC,22
263,"Konchar, John",MEM,25
264,"Brissett, OShae",IND,23
265,"Mitchell, Davion",SAC,23
266,"Barrett, R.J.",NYK,21
267,"Pokusevski, Aleksej",OKC,20
268,"Porter, Michael",DEN,23
269,"Hill, George",MIL,35
270,"Williams, Kenrich",OKC,27
Rank,Player,team,age
271,"Craig, Torrey",PHO,31
272,"Ingles, Joe",UTA,34
273,"Kispert, Corey",WAS,22
274,"Reaves, Austin",LAL,23
275,"Plumlee, Mason",CHA,31
276,"Toppin, Obi",NYK,23
277,"Young, Thaddeus",TOR,33
278,"Osman, Cedi",CLE,26
279,"Bembry, DeAndre'",MIL,27
280,"Gibson, Taj",NYK,36
281,"McLemore, Ben",POR,28
282,"McDermott, Doug",SAS,29
283,"Martin Jr., Kenyon",HOU,20
284,"Campazzo, Facundo",DEN,30
285,"Dedmon, Dewayne",MIA,32
Rank,Player,team,age
286,"Mann, Tre",OKC,20
287,"Jones, Derrick",CHI,24
288,"Howard, Dwight",LAL,36
289,"Prince, Taurean",MIN,27
290,"Gay, Rudy",UTA,35
291,"Wagner, Moritz",ORL,24
292,"Gravett, Hassani",ORL,25
293,"Bradley, Avery",LAL,31
294,"Lee, Damion",GSW,29
295,"Milton, Shake",PHI,122
296,"Dragic, Goran",BKN,35
297,"Krejci, Vit",OKC,21
298,"Bjelica, Nemanja",GSW,33
299,"Lee, Saben",DET,22
300,"Achiuwa, Precious",TOR,22
Rank,Player,team,age
301,"Suggs, Jalen",ORL,20
302,"Tucker, Rayjon",MIL,24
303,"Bitadze, Goga",IND,22
304,"Ibaka, Serge",MIL,32
305,"Edwards, Kessler",BKN,21
306,"Lamb, Jeremy",SAC,29
307,"Nowell, Jaylen",MIN,22
308,"Alexander-Walker, Nickeil",UTA,23
309,"Grimes, Quentin",NYK,21
310,"Anderson, Justin",IND,28
311,"Ellington, Wayne",LAL,34
312,"Williams, Ziaire",MEM,20
313,"McLaughlin, Jordan",MIN,25
314,"Smith Jr., Dennis",POR,24
315,"Griffin, Blake",BKN,32
Rank,Player,team,age
316,"Shamet, Landry",PHO,24
317,"Smith, Ishmael",WAS,33
318,"Jackson, Frank",DET,23
319,"Moon, Xavier",LAC,26
320,"Jones, Tre",SAS,21
321,"Wade, Dean",CLE,25
322,"McDaniels, Jalen",CHA,23
323,"Neto, Raul",WAS,29
324,"Favors, Derrick",OKC,30
325,"Waters, Tremont",WAS,23
326,"Birch, Khem",TOR,29
327,"Wiggins, Aaron",OKC,22
328,"Ross, Terrence",ORL,30
329,"Christopher, Josh",HOU,20
330,"Holiday, Aaron",PHO,25
Rank,Player,team,age
331,"Dozier, P.J.",DEN,25
332,"Nwaba, David",HOU,28
333,"Rondo, Rajon",CLE,35
334,"Temple, Garrett",NOR,35
335,"Nwora, Jordan",MIL,23
336,"Pritchard, Payton",BOS,23
337,"Monroe, Greg",MIN,31
338,"Jordan, DeAndre",PHI,33
339,"Williams, Brandon",POR,22
340,"Johnson, James",BKN,34
341,"Winslow, Justise",POR,25
342,"Korkmaz, Furkan",PHI,24
343,"Reed, Paul",PHI,22
344,"Harkless, Maurice",SAC,28
345,"Tillman, Xavier",MEM,22
Rank,Player,team,age
346,"Forbes, Bryn",DEN,28
347,"Stanley, Cassius",DET,22
348,"McGriff, Cameron",POR,24
349,"Stephenson, Lance",IND,31
350,"Rivers, Austin",DEN,29
351,"House, Danuel",UTA,28
352,"Reed, Davon",DEN,26
353,"Sexton, Collin",CLE,22
354,"Cacok, Devontae",SAS,25
355,"Sword, Craig",WAS,27
356,"Nnaji, Zeke",DEN,20
357,"Green, Josh",DAL,21
358,"Jerome, Ty",OKC,24
359,"Washington, Duane",IND,21
360,"Elleby, C.J.",POR,21
Rank,Player,team,age
361,"Johnson, Keon",POR,19
362,"Diakite, Mamadi",OKC,24
363,"Bates-Diop, Keita",SAS,25
364,"Iwundu, Wesley",ATL,27
365,"Thomas, Cam",BKN,20
366,"Len, Alex",SAC,28
367,"Kuminga, Jonathan",GSW,19
368,"Murphy, Trey",NOR,21
369,"Brooks, Armoni",TOR,23
370,"Brown, Troy",CHI,22
371,"Thomas, Isaiah",CHA,32
372,"Jones, Mason",LAL,23
373,"Zeller, Cody",POR,29
374,"McGruder, Rodney",DET,30
375,"Maledon, Theo",OKC,20
Rank,Player,team,age
376,"Sharpe, Day'Ron",BKN,20
377,"Johnson, Tyler",SAS,29
378,"Garuba, Usman",HOU,19
379,"Johnson, B.J.",ORL,26
380,"Yurtseven, Omer",MIA,23
381,"Bassey, Charles",PHI,21
382,"Bertans, Davis",DAL,29
383,"Duke, David",BKN,22
384,"Azubuike, Udoka",UTA,22
385,"Matthews, Wesley",MIL,35
386,"Biyombo, Bismack",PHO,29
387,"Boston Jr., Brandon",LAC,20
388,"Morris, Markieff",MIA,32
389,"Tillie, Killian",MEM,23
390,"Stevens, Lamar",CLE,24
Rank,Player,team,age
391,"Jackson, Josh",SAC,24
392,"Knight, Brandon",DAL,30
393,"Williams, Lou",ATL,35
394,"Kanter, Enes",BOS,29
395,"Brown, Chaundee",ATL,23
396,"Carter, Jevon",MIL,26
397,"Brown, Greg",POR,20
398,"Hampton, R.J.",ORL,20
399,"Potter, Micah",DET,23
400,"Satoransky, Tomas",WAS,30
401,"Parker, Jabari",BOS,26
402,"Queen, Trevelin",HOU,24
403,"Toscano, Juan",GSW,28
404,"Scott, Tre",CLE,25
405,"Newman, Malik",CLE,24
Rank,Player,team,age
406,"Marshall, Naji",NOR,23
407,"Ariza, Trevor",LAL,36
408,"Hill, Malcolm",CHI,26
409,"Landale, Jock",SAS,25
410,"Primo, Joshua",SAS,19
411,"Dieng, Gorgui",ATL,31
412,"Martin, Kelan",BOS,26
413,"Gillespie, Freddie",ORL,24
414,"Bradley, Tony",CHI,23
415,"Augustin, DJ",LAL,34
416,"McClung, Mac",LAL,22
417,"Ntilikina, Frank",DAL,23
418,"Chriss, Marquese",DAL,24
419,"Walker, M.J.",PHO,23
420,"Bazemore, Kent",LAL,32
Rank,Player,team,age
421,"Sirvydis, Deividas",DET,21
422,"Luwawu-Cabarrot, Timothe",ATL,26
423,"Goodwin, Brandon",CLE,26
424,"Bell, Jordan",CHI,26
425,"DeLaurier, Javin",MIL,23
426,"Sims, Jericho",NYK,23
427,"Langford, Romeo",SAS,22
428,"Lundberg, Gabriel",PHO,27
429,"Snell, Tony",NOR,30
430,"Millsap, Paul",PHI,36
431,"York, Gabe",IND,28
432,"Watson, Paul",OKC,27
433,"Flynn, Malachi",TOR,23
434,"Ennis, James",DEN,31
435,"Mamukelashvili, Sandro",MIL,22
Rank,Player,team,age
436,"Clark, Gary",NOR,27
437,"Mykhailiuk, Sviatoslav",TOR,24
438,"Brown, Sterling",DAL,26
439,"Watanabe, Yuta",TOR,27
440,"Pickett, Jamorko",DET,24
441,"Forrest, Trent",UTA,23
442,"Gill, Anthony",WAS,29
443,"Okpala, KZ",MIA,22
444,"Thompson, Tristan",CHI,30
445,"Wanamaker, Brad",WAS,32
446,"Louzada, Didi",POR,22
447,"Lopez, Robin",ORL,33
448,"Lewis, Kira",NOR,20
449,"Paschall, Eric",UTA,25
450,"Gabriel, Wenyen",LAL,24
Rank,Player,team,age
451,"Jones, Jemerrio",LAL,26
452,"Sykes, Keifer",IND,28
453,"Diallo, Cheick",DET,25
454,"Moody, Moses",GSW,19
455,"Butler, Jared",UTA,21
456,"Edwards, Carsen",DET,23
457,"Harrison, Shaquille",BKN,28
458,"Hood, Rodney",LAC,29
459,"Hernangomez, Juan",UTA,26
460,"Pinson, Theo",DAL,26
461,"Cancar, Vlatko",DEN,24
462,"Springer, Jaden",PHI,19
463,"Thomas, Matt",CHI,27
464,"Hughes, Elijah",POR,23
465,"Dowtin, Jeff",ORL,24
Rank,Player,team,age
466,"Okogie, Josh",MIN,23
467,"Morgan, Juwan",BOS,24
468,"Nesmith, Aaron",BOS,22
469,"Kornet, Luke",BOS,26
470,"Richards, Nick",CHA,24
471,"Ryan, Matt",BOS,24
472,"Schofield, Admiral",ORL,24
473,"Joe, Isaiah",PHI,22
474,"Garza, Luka",DET,23
475,"Champagnie, Justin",TOR,20
476,"Brazdeikis, Ignas",ORL,22
477,"Antetokounmpo, Thanasis",MIL,29
478,"Valentine, Denzel",UTA,28
479,"Howard, Markus",DEN,22
480,"Wainright, Ishmail",PHO,27
Rank,Player,team,age
481,"Knight, Nathan",MIN,24
482,"Windler, Dylan",CLE,25
483,"Brown, Moses",CLE,22
484,"Burke, Trey",DAL,29
485,"Ojeleye, Semi",LAC,27
486,"Nader, Abdel",PHO,28
487,"Banton, Dalano",TOR,22
488,"Bouknight, James",CHA,21
489,"Deck, Gabriel",OKC,26
490,"Weatherspoon, Quinndary",GSW,25
491,"Cauley-Stein, Willie",PHI,28
492,"Brown, Charlie",PHI,23
493,"Hauser, Sam",BOS,24
494,"Mulder, Mychal",MIA,27
495,"Guy, Kyle",MIA,24
Rank,Player,team,age
496,"Aldama, Santi",MEM,20
497,"Mays, Skylar",ATL,24
498,"King, Louis",SAC,22
499,"Smart, Ja'Vonte",MIA,22
500,"Thor, J.T.",CHA,19
501,"Cook, Tyler",CHI,24
502,"Queta, Neemias",SAC,22
503,"Silva, Chris",MIA,25
504,"Hill, Solomon",ATL,30
505,"McBride, Miles",NYK,21
506,"Palmer, Trayvon",DET,27
507,"Fernando, Bruno",HOU,23
508,"Bass, Paris",PHO,26
509,"Bol, Bol",DEN,22
510,"Garrett, Marcus",MIA,23
Rank,Player,team,age
511,"Blevins, Keljin",POR,26
512,"Chiozza, Chris",GSW,26
513,"Oturu, Daniel",TOR,22
514,"Culver, Jarrett",MEM,22
515,"Bonga, Isaac",TOR,22
516,"Wright, Moses",DAL,23
517,"Haslem, Udonis",MIA,41
518,"Knox, Kevin",ATL,22
519,"Layman, Jake",MIN,27
520,"Pelle, Norvel",UTA,28
521,"Payton, Elfrid",PHO,27
522,"Scrubb, Jay",LAC,21
523,"Davis, Ed",CLE,32
524,"Robinson, Justin",DET,26
525,"Johnson, Jalen",ATL,20
Rank,Player,team,age
526,"Highsmith, Haywood",MIA,25
527,"Kalaitzakis, Georgios",OKC,22
528,"Arcidiacono, Ryan",NYK,27
529,"Nix, Daishen",HOU,19
530,"Johnson, Alize",NOR,25
531,"Caver, Ahmad",IND,25
532,"Johnson, Joe",BOS,40
533,"Dotson, Damyean",NYK,27
534,"McKinnie, Alfonzo",CHI,29
535,"Frazier, Tim",CLE,31
536,"Wieskamp, Joe",SAS,22
537,"Collison, Darren",LAL,34
538,"Mathias, Dakota",MEM,26
539,"Ford, Aleem",ORL,25
540,"Mudiay, Emmanuel",SAC,25
Rank,Player,team,age
541,"Marjanovic, Boban",DAL,33
542,"Jackson, Justin",PHO,26
543,"Pons, Yves",MEM,22
544,"Fitts, Malik",BOS,24
545,"Mooney, Matt",NYK,26
546,"Huff, Jay",LAL,23
547,"Bolmaro, Leandro",MIN,21
548,"Pangos, Kevin",CLE,28
549,"Merrill, Sam",MEM,25
550,"Winston, Cassius",WAS,23
551,"Fall, Tacko",CLE,26
552,"Wigginton, Lindell",MIL,23
553,"Thomas, Brodric",BOS,23
554,"Cumberland, Jarron",POR,24
555,"Dotson, Devon",CHI,22
Rank,Player,team,age
556,"Buchanan, Shaq",MEM,24
557,"Todd, Isaiah",WAS,20
558,"Galloway, Langston",MIL,30
559,"Lewis, Scottie",CHA,21
560,"Wright, McKinley",MIN,23
561,"Hunt, Feron",NYK,22
562,"Schakel, Jordan",WAS,23
563,"Jeffries, DaQuan",MEM,24
564,"Cornelie, Petr",DEN,26
565,"Terry, Tyrell",MEM,21
566,"Wallace, Ty",NOR,27
567,"Woodard, Robert",SAC,22
568,"Nembhard, R.J.",CLE,22
569,"Stauskas, Nik",BOS,28
570,"Simonovic, Marko",CHI,22
Rank,Player,team,age
571,"Omoruyi, Eugene",DAL,24
572,"Powell, Myles",PHI,24
573,"Edwards, Rob",OKC,24
574,"Ramsey, Jahmi'us",SAC,20
575,"Jones, Kai",CHA,20
576,"Henry, Aaron",PHI,22
577,"Hutchison, Chandler",PHO,25
578,"Ayayi, Joel",WAS,21
579,"Sneed, Xavier",UTA,24
580,"Jones, Carlik",DEN,24
581,"Murkey, Ade",SAC,23
582,"Jarreau, DeJon",IND,23
583,"Hall, Tyler",NYK,24
584,"Miles, CJ",BOS,34
585,"Echenique, Jaime",WAS,24
Rank,Player,team,age
586,"Dekker, Sam",TOR,27
587,"Oni, Miye",UTA,24
588,"Lamb, Anthony",SAS,23
589,"McLaughlin, JaQuori",DAL,23
590,"Carey Jr., Vernon",WAS,20
591,"Cooper, Sharife",ATL,20
592,"Kulboka, Arnoldas",CHA,23
593,"Johnson, David",TOR,20
594,"Terry, Emanuel",PHO,26
595,"Hopson, Scotty",OKC,32
596,"Teske, Jon",MEM,24
597,"Goodwin, Jordan",WAS,23
598,"Selden, Wayne",NYK,27
599,"Hinton, Nate",IND,22
600,"King, George",DAL,27
Rank,Player,team,age
601,"Frazier, Melvin",OKC,25
602,"Cheatham, Zylan",UTA,26
603,"Paige, Jaysean",DET,27
604,"Morris, Jaylen",SAS,26
605,"Barber, Anthony",ATL,27
